0.24684,0.55044,0.88287,1.2146,1.539,1.8521,2.1511,2.4334,2.6968,2.9394,3.1601,3.3581,3.5333,3.6865,3.8193,3.9337,4.0326,4.1189,4.1954,4.2641,4.326,4.3806,4.4253,4.4563,4.4679,4.4537,4.4068,4.3208,4.1902,4.0111,3.7816,3.5022,3.176,2.8085,2.408,1.9853,1.5534,1.1281,0.72802,0.37793,0.12333
0.22733,0.50692,0.81299,1.1183,1.4167,1.7046,1.9793,2.2384,2.48,2.7023,2.9042,3.0852,3.2451,3.3848,3.5057,3.6098,3.6996,3.778,3.8475,3.91,3.9664,4.0162,4.0572,4.0857,4.0965,4.0839,4.0413,3.963,3.8438,3.6802,3.4702,3.2144,2.9155,2.5786,2.2113,1.8234,1.4269,1.0363,0.66884,0.34723,0.11331
0.20901,0.46604,0.74736,1.0279,1.3019,1.5662,1.8181,2.0556,2.2767,2.48,2.6645,2.8295,2.9752,3.1023,3.212,3.3065,3.3879,3.4589,3.5218,3.5784,3.6295,3.6747,3.712,3.738,3.748,3.7366,3.698,3.6267,3.518,3.3687,3.177,2.9432,2.6699,2.3618,2.0256,1.6705,1.3074,0.94958,0.61291,0.3182,0.10384
0.19181,0.42768,0.68578,0.94308,1.1943,1.4364,1.667,1.8842,2.0863,2.2718,2.44,2.5902,2.7227,2.838,2.9374,3.0229,3.0964,3.1604,3.2172,3.2682,3.3144,3.3553,3.389,3.4126,3.4216,3.4112,3.3761,3.3112,3.2123,3.0762,2.9014,2.6883,2.439,2.1577,1.8508,1.5264,1.1948,0.86787,0.5602,0.29085,0.094919
0.17568,0.3917,0.62803,0.86354,1.0934,1.3147,1.5254,1.7237,1.908,2.077,2.23,2.3665,2.4866,2.591,2.6809,2.758,2.8242,2.8818,2.9328,2.9787,3.0202,3.0569,3.0873,3.1084,3.1165,3.107,3.075,3.016,2.926,2.8022,2.6432,2.4493,2.2223,1.9662,1.6867,1.3912,1.089,0.79109,0.51066,0.26514,0.08653
0.16057,0.35798,0.57391,0.78903,0.99884,1.2008,1.3929,1.5735,1.7412,1.8948,2.0337,2.1574,2.2661,2.3604,2.4415,2.5108,2.5703,2.6219,2.6676,2.7086,2.7458,2.7787,2.8059,2.8248,2.8319,2.823,2.7939,2.7402,2.6585,2.5461,2.4018,2.2257,2.0196,1.787,1.533,1.2646,0.98993,0.71914,0.46424,0.24104,0.078667
0.14641,0.3264,0.52324,0.71927,0.91037,1.0942,1.269,1.4331,1.5853,1.7246,1.8504,1.9622,2.0604,2.1454,2.2182,2.2804,2.3337,2.3798,2.4206,2.4572,2.4903,2.5196,2.5438,2.5606,2.5667,2.5585,2.5319,2.4832,2.4091,2.3073,2.1766,2.017,1.8303,1.6196,1.3895,1.1462,0.89733,0.6519,0.42085,0.21852,0.071316
0.13316,0.29685,0.47583,0.65401,0.82763,0.99455,1.1531,1.3019,1.4397,1.5658,1.6794,1.7803,1.8686,1.945,2.0103,2.066,2.1135,2.1546,2.1908,2.2233,2.2527,2.2787,2.3002,2.3149,2.3202,2.3125,2.2882,2.2441,2.1771,2.085,1.9669,1.8227,1.654,1.4636,1.2557,1.0359,0.81101,0.5892,0.38038,0.19751,0.06446
0.12077,0.26922,0.43151,0.59302,0.75032,0.90147,1.0449,1.1794,1.3039,1.4176,1.5199,1.6107,1.69,1.7585,1.8169,1.8665,1.9088,1.9453,1.9773,2.0061,2.0321,2.0551,2.0739,2.0869,2.0913,2.084,2.062,2.0221,1.9615,1.8785,1.772,1.6422,1.4902,1.3186,1.1314,0.93334,0.73071,0.53087,0.34273,0.17796,0.05808
0.1092,0.24342,0.39012,0.53607,0.67815,0.8146,0.94402,1.0653,1.1774,1.2796,1.3715,1.4529,1.5239,1.585,1.6371,1.6812,1.7187,1.751,1.7793,1.8046,1.8275,1.8477,1.8642,1.8755,1.8791,1.8723,1.8523,1.8162,1.7617,1.6871,1.5914,1.4747,1.3382,1.1841,1.016,0.83814,0.65618,0.47673,0.30778,0.15981,0.052158
0.098407,0.21935,0.35151,0.48295,0.61086,0.73362,0.84998,0.95889,1.0595,1.1512,1.2334,1.3062,1.3695,1.424,1.4702,1.5093,1.5424,1.5708,1.5957,1.618,1.638,1.6557,1.6701,1.6798,1.6827,1.6764,1.6582,1.6258,1.5768,1.5099,1.4242,1.3197,1.1975,1.0596,0.90912,0.74999,0.58717,0.42659,0.27541,0.143,0.046672
0.088346,0.19691,0.31553,0.43347,0.54819,0.65823,0.76246,0.85994,0.9499,1.0318,1.1052,1.1699,1.2263,1.2746,1.3155,1.35,1.3791,1.4041,1.4259,1.4453,1.4628,1.4782,1.4907,1.499,1.5013,1.4954,1.479,1.4498,1.406,1.3462,1.2697,1.1765,1.0675,0.94457,0.81039,0.66852,0.52339,0.38025,0.24549,0.12747,0.041602
0.078982,0.17603,0.28205,0.38744,0.4899,0.58813,0.68112,0.76801,0.84812,0.92095,0.98615,1.0436,1.0935,1.1362,1.1723,1.2026,1.2281,1.2499,1.2689,1.2858,1.301,1.3143,1.3251,1.3322,1.334,1.3285,1.3137,1.2876,1.2486,1.1953,1.1273,1.0444,0.94764,0.83848,0.71935,0.59341,0.46457,0.33751,0.21789,0.11314,0.036926
0.070281,0.15664,0.25095,0.34468,0.43577,0.52306,0.60563,0.68273,0.75375,0.81824,0.87591,0.92666,0.97064,1.0082,1.0398,1.0664,1.0887,1.1076,1.1241,1.1387,1.1518,1.1633,1.1726,1.1786,1.1799,1.1748,1.1615,1.1383,1.1037,1.0565,0.99624,0.92296,0.83737,0.74087,0.63558,0.52429,0.41045,0.29819,0.1925,0.099956,0.032622
0.062211,0.13864,0.22211,0.30504,0.3856,0.46276,0.5357,0.60376,0.6664,0.72322,0.77397,0.81857,0.85714,0.89,0.91765,0.94076,0.96011,0.97652,0.99073,1.0033,1.0146,1.0244,1.0323,1.0374,1.0383,1.0336,1.0218,1.0012,0.97057,0.92899,0.87592,0.81143,0.73612,0.65125,0.55867,0.46083,0.36076,0.26208,0.16919,0.087851,0.028672
0.054741,0.12199,0.19543,0.26836,0.33919,0.40699,0.47106,0.53079,0.58572,0.63549,0.67989,0.71886,0.75251,0.78112,0.80513,0.82515,0.84185,0.85597,0.86816,0.87894,0.88856,0.89693,0.90363,0.90784,0.90847,0.90421,0.89366,0.87552,0.84864,0.81217,0.7657,0.70926,0.64338,0.56917,0.48823,0.40271,0.31525,0.22902,0.14784,0.076765,0.025053
0.047845,0.10662,0.17079,0.2345,0.29636,0.35555,0.41144,0.46352,0.51137,0.55469,0.59329,0.62712,0.65628,0.68102,0.70175,0.71897,0.73331,0.74538,0.75578,0.76494,0.7731,0.78019,0.78582,0.78931,0.78969,0.78583,0.77653,0.76064,0.73718,0.70542,0.66499,0.61591,0.55866,0.49419,0.42389,0.34962,0.27368,0.19881,0.12834,0.066638,0.021748
0.041496,0.09247,0.14811,0.20335,0.25696,0.30823,0.35662,0.40168,0.44305,0.48047,0.51378,0.54293,0.56802,0.58927,0.60702,0.62174,0.63395,0.6442,0.65301,0.66075,0.66762,0.67357,0.67827,0.68113,0.68131,0.67785,0.66972,0.65591,0.63559,0.60813,0.57321,0.53085,0.48147,0.42588,0.36527,0.30126,0.23581,0.1713,0.11058,0.057415,0.018738
0.03567,0.079485,0.12731,0.17477,0.22082,0.26485,0.30638,0.34503,0.38048,0.41253,0.44101,0.46592,0.48732,0.50542,0.5205,0.53298,0.5433,0.55193,0.55932,0.5658,0.57154,0.5765,0.58039,0.58271,0.58275,0.57969,0.57263,0.56074,0.54329,0.51976,0.48986,0.45362,0.41139,0.36386,0.31206,0.25736,0.20144,0.14633,0.094457,0.049043,0.016005
0.030346,0.067621,0.1083,0.14866,0.18781,0.22523,0.26051,0.29332,0.3234,0.35057,0.37469,0.39576,0.41384,0.42909,0.44179,0.45226,0.46089,0.4681,0.47424,0.47962,0.48437,0.48846,0.49165,0.49351,0.49345,0.49077,0.48472,0.47458,0.45975,0.43978,0.41444,0.38374,0.34798,0.30776,0.26393,0.21766,0.17036,0.12375,0.079878,0.041473,0.013535
0.025505,0.056831,0.091013,0.12492,0.15781,0.18923,0.21884,0.24636,0.27158,0.29433,0.31452,0.33213,0.34722,0.35994,0.3705,0.37919,0.38633,0.39227,0.39733,0.40174,0.40563,0.40896,0.41155,0.41303,0.4129,0.41059,0.40546,0.39692,0.38447,0.36773,0.3465,0.3208,0.29089,0.25725,0.2206,0.18191,0.14238,0.10342,0.066754,0.034658,0.011311
0.021127,0.047076,0.075387,0.10347,0.13069,0.1567,0.18119,0.20395,0.22479,0.24358,0.26024,0.27475,0.28718,0.29763,0.30629,0.3134,0.31924,0.32407,0.32818,0.33175,0.33489,0.33757,0.33964,0.3408,0.34064,0.33867,0.33439,0.32731,0.317,0.30316,0.28563,0.26443,0.23975,0.21201,0.1818,0.14991,0.11732,0.085215,0.055004,0.028557,0.0093196
0.017198,0.038319,0.061361,0.084214,0.10636,0.12751,0.14743,0.16592,0.18285,0.1981,0.21161,0.22337,0.23343,0.24188,0.24887,0.25459,0.25927,0.26315,0.26643,0.26927,0.27177,0.27389,0.27552,0.27641,0.27624,0.2746,0.2711,0.26532,0.25693,0.24569,0.23146,0.21426,0.19425,0.17176,0.14728,0.12144,0.095038,0.069027,0.044554,0.023132,0.0075489
0.013702,0.030528,0.048884,0.067086,0.084725,0.10156,0.11741,0.13212,0.14558,0.1577,0.16843,0.17776,0.18573,0.19242,0.19794,0.20246,0.20614,0.20918,0.21175,0.21397,0.21591,0.21757,0.21882,0.2195,0.21933,0.218,0.21519,0.21058,0.2039,0.19496,0.18365,0.16999,0.1541,0.13626,0.11683,0.096325,0.075382,0.054749,0.035337,0.018346,0.0059872
